county,date,per_capita_rate 
Weld,2020-07-20,12.2
Weld,2020-07-21,11.92
Weld,2020-07-22,11.47
Weld,2020-07-23,10.74
Weld,2020-07-24,9.55
Weld,2020-07-25,11.13
Weld,2020-07-26,11.19
Weld,2020-07-27,10.79
Weld,2020-07-28,10.23
Weld,2020-07-29,9.61
Weld,2020-07-30,8.25
Weld,2020-07-31,9.61
Weld,2020-08-01,7.85
Weld,2020-08-02,7.8
Weld,2020-08-03,7.35
Weld,2020-08-04,7.63
Weld,2020-08-05,8.42
Weld,2020-08-06,8.14
Weld,2020-08-07,8.87
Weld,2020-08-08,9.66
Weld,2020-08-09,9.21
Weld,2020-08-10,9.32
Weld,2020-08-11,8.25
Weld,2020-08-12,7.68
Weld,2020-08-13,8.59
Weld,2020-08-14,6.78
Weld,2020-08-15,5.93
Weld,2020-08-16,6.55
Weld,2020-08-17,5.71
Weld,2020-08-18,6.67
Weld,2020-08-19,5.76
Weld,2020-08-20,5.65
Weld,2020-08-21,5.42
Weld,2020-08-22,6.67
Weld,2020-08-23,6.38
Weld,2020-08-24,6.33
Weld,2020-08-25,5.88
Weld,2020-08-26,6.44
Weld,2020-08-27,6.44
Weld,2020-08-28,7.52
Weld,2020-08-29,6.84
Weld,2020-08-30,6.38
Weld,2020-08-31,5.88
Weld,2020-09-01,6.78
Weld,2020-09-02,6.72
Weld,2020-09-03,6.33
Weld,2020-09-04,6.05
Weld,2020-09-05,6.61
Weld,2020-09-06,7.18
Weld,2020-09-07,7.8
Weld,2020-09-08,7.57
Weld,2020-09-09,7.63
Weld,2020-09-10,7.46
Weld,2020-09-11,6.84
Weld,2020-09-12,7.23
Weld,2020-09-13,7.12
Weld,2020-09-14,7.23
Weld,2020-09-15,7.74
Weld,2020-09-16,9.49
Jefferson,2020-03-05,0.19
Jefferson,2020-03-06,0.09
Jefferson,2020-03-07,0.06
Jefferson,2020-03-08,0.05
Jefferson,2020-03-09,0.04
Jefferson,2020-03-10,0.06
Jefferson,2020-03-11,0.11
Jefferson,2020-03-12,0.11
Jefferson,2020-03-13,0.16
Jefferson,2020-03-14,0.21
Jefferson,2020-03-15,0.29
Jefferson,2020-03-16,0.43
Jefferson,2020-03-17,0.4
Jefferson,2020-03-18,0.56
Jefferson,2020-03-19,0.83
Jefferson,2020-03-20,0.8
Jefferson,2020-03-21,0.91
Jefferson,2020-03-22,1.04
Jefferson,2020-03-23,1.02
Jefferson,2020-03-24,1.5
Jefferson,2020-03-25,1.82
Jefferson,2020-03-26,2.54
Jefferson,2020-03-27,3.23
Jefferson,2020-03-28,3.71
Jefferson,2020-03-29,4.33
Jefferson,2020-03-30,5.29
Jefferson,2020-03-31,6.17
Jefferson,2020-04-01,7.03
Jefferson,2020-04-02,6.79
Jefferson,2020-04-03,7.54
Jefferson,2020-04-04,8.04
Jefferson,2020-04-05,8.18
Jefferson,2020-04-06,7.67
Jefferson,2020-04-07,7.35
Jefferson,2020-04-08,6.79
Jefferson,2020-04-09,7.35
Jefferson,2020-04-10,6.49
Jefferson,2020-04-11,6.15
Jefferson,2020-04-12,6.52
Jefferson,2020-04-13,6.6
Jefferson,2020-04-14,6.15
Jefferson,2020-04-15,6.07
Jefferson,2020-04-16,5.35
Jefferson,2020-04-17,5.48
Jefferson,2020-04-18,5.8
Jefferson,2020-04-19,5.18
Jefferson,2020-04-20,5.35
Jefferson,2020-04-21,5.4
Jefferson,2020-04-22,6.07
Jefferson,2020-04-23,5.75
Jefferson,2020-04-24,7.19
Jefferson,2020-04-25,8.18
Jefferson,2020-04-26,8.23
Jefferson,2020-04-27,7.72
Jefferson,2020-04-28,7.67
Jefferson,2020-04-29,6.68
Jefferson,2020-04-30,7.03
Jefferson,2020-05-01,5.77
Jefferson,2020-05-02,3.96
Jefferson,2020-05-03,3.74
Jefferson,2020-05-04,4.14
Jefferson,2020-05-05,4.49
Jefferson,2020-05-06,5.16
Jefferson,2020-05-07,5.45
Jefferson,2020-05-08,5.37
Jefferson,2020-05-09,6.49
Jefferson,2020-05-10,6.52
Jefferson,2020-05-11,6.07
Jefferson,2020-05-12,5.67
Jefferson,2020-05-13,5.59
Jefferson,2020-05-14,5.51
Jefferson,2020-05-15,5.37
Jefferson,2020-05-16,4.62
Jefferson,2020-05-17,4.86
Jefferson,2020-05-18,5.1
Jefferson,2020-05-19,5.45
Jefferson,2020-05-20,5.77
Jefferson,2020-05-21,6.04
Jefferson,2020-05-22,5.99
Jefferson,2020-05-23,6.15
Jefferson,2020-05-24,5.59
Jefferson,2020-05-25,5.67
Jefferson,2020-05-26,5.56
Jefferson,2020-05-27,4.44
Jefferson,2020-05-28,3.98
Jefferson,2020-05-29,4.6
Jefferson,2020-05-30,4.44
Jefferson,2020-05-31,4.84
Jefferson,2020-06-01,4.89
Jefferson,2020-06-02,4.7
Jefferson,2020-06-03,5.24
Jefferson,2020-06-04,5.0
Jefferson,2020-06-05,4.6
Jefferson,2020-06-06,4.65
Jefferson,2020-06-07,4.06
Jefferson,2020-06-08,3.74
Jefferson,2020-06-09,3.53
Jefferson,2020-06-10,3.47
Jefferson,2020-06-11,3.37
Jefferson,2020-06-12,2.73
Jefferson,2020-06-13,2.35
Jefferson,2020-06-14,2.27
Jefferson,2020-06-15,2.19
Jefferson,2020-06-16,2.11
Jefferson,2020-06-17,1.71
Jefferson,2020-06-18,1.92
Jefferson,2020-06-19,2.06
Jefferson,2020-06-20,1.82
Jefferson,2020-06-21,1.98
Jefferson,2020-06-22,2.06
Jefferson,2020-06-23,2.08
Jefferson,2020-06-24,2.16
Jefferson,2020-06-25,2.3
Jefferson,2020-06-26,2.51
Jefferson,2020-06-27,2.86
Jefferson,2020-06-28,3.31
Jefferson,2020-06-29,3.42
Jefferson,2020-06-30,3.39
Jefferson,2020-07-01,3.79
Jefferson,2020-07-02,4.06
Jefferson,2020-07-03,3.96
Jefferson,2020-07-04,3.82
Jefferson,2020-07-05,3.53
Jefferson,2020-07-06,3.47
Jefferson,2020-07-07,4.28
Jefferson,2020-07-08,4.7
Jefferson,2020-07-09,4.7
Jefferson,2020-07-10,5.51
Jefferson,2020-07-11,6.17
Jefferson,2020-07-12,6.36
Jefferson,2020-07-13,6.79
Jefferson,2020-07-14,6.6
Jefferson,2020-07-15,6.17
Jefferson,2020-07-16,6.73
Jefferson,2020-07-17,6.71
Jefferson,2020-07-18,6.55
Jefferson,2020-07-19,6.84
Jefferson,2020-07-20,6.71
Jefferson,2020-07-21,6.92
Jefferson,2020-07-22,7.4
Jefferson,2020-07-23,7.7
Jefferson,2020-07-24,8.18
Jefferson,2020-07-25,9.89
Jefferson,2020-07-26,9.94
Jefferson,2020-07-27,9.89
Jefferson,2020-07-28,10.45
Jefferson,2020-07-29,10.34
Jefferson,2020-07-30,9.59
Jefferson,2020-07-31,9.27
Jefferson,2020-08-01,7.83
Jefferson,2020-08-02,7.91
Jefferson,2020-08-03,7.88
Jefferson,2020-08-04,6.81
Jefferson,2020-08-05,7.19
Jefferson,2020-08-06,7.08
Jefferson,2020-08-07,6.68
Jefferson,2020-08-08,6.55
Jefferson,2020-08-09,6.07
Jefferson,2020-08-10,6.39
Jefferson,2020-08-11,7.06
Jefferson,2020-08-12,6.36
Jefferson,2020-08-13,6.63
Jefferson,2020-08-14,6.36
Jefferson,2020-08-15,5.8
Jefferson,2020-08-16,6.33
Jefferson,2020-08-17,5.85
Jefferson,2020-08-18,5.21
Jefferson,2020-08-19,4.97
Jefferson,2020-08-20,4.46
Jefferson,2020-08-21,4.76
Jefferson,2020-08-22,4.94
Jefferson,2020-08-23,4.62
Jefferson,2020-08-24,4.7
Jefferson,2020-08-25,5.13
Jefferson,2020-08-26,5.21
Jefferson,2020-08-27,5.16
Jefferson,2020-08-28,5.13
Jefferson,2020-08-29,5.45
Jefferson,2020-08-30,5.08
Jefferson,2020-08-31,5.0
Jefferson,2020-09-01,5.05
Jefferson,2020-09-02,5.13
Jefferson,2020-09-03,4.92
Jefferson,2020-09-04,4.78
Jefferson,2020-09-05,4.68
Jefferson,2020-09-06,4.84
Jefferson,2020-09-07,4.78
Jefferson,2020-09-08,4.01
Jefferson,2020-09-09,3.47
Jefferson,2020-09-10,3.77
Jefferson,2020-09-11,3.77
Jefferson,2020-09-12,3.88
Jefferson,2020-09-13,4.25
Jefferson,2020-09-14,4.68
Jefferson,2020-09-15,4.7
Jefferson,2020-09-16,5.4
